country,year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,age_lb,age_ub
Russian Federation,2009,female,78,6552868,1.19,"1,222,643,696,992",9118,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2010,male,1506,2023458,74.43,"1,524,916,112,079",11307,Silent,75,120
,,,,,,,,,,
Russian Federation,2010,male,6508,11398127,57.1,"1,524,916,112,079",11307,Generation X,25,34
,,,,,,,,,,
Russian Federation,2010,male,10304,19786280,52.08,"1,524,916,112,079",11307,Generation X,35,54
,,,,,,,,,,
Russian Federation,2010,male,5178,11174530,46.34,"1,524,916,112,079",11307,Silent,55,74
,,,,,,,,,,
Russian Federation,2010,male,3934,10546669,37.3,"1,524,916,112,079",11307,Millenials,15,24
,,,,,,,,,,
Russian Federation,2010,female,1041,5711389,18.23,"1,524,916,112,079",11307,Silent,75,120
,,,,,,,,,,
Russian Federation,2010,female,1354,16921727,8,"1,524,916,112,079",11307,Silent,55,74
,,,,,,,,,,
Russian Federation,2010,female,893,11473939,7.78,"1,524,916,112,079",11307,Generation X,25,34
,,,,,,,,,,
Russian Federation,2010,female,1680,21894031,7.67,"1,524,916,112,079",11307,Generation X,35,54
,,,,,,,,,,
Russian Federation,2010,female,763,10241329,7.45,"1,524,916,112,079",11307,Millenials,15,24
,,,,,,,,,,
Russian Federation,2010,male,131,7012170,1.87,"1,524,916,112,079",11307,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2010,female,64,6682338,0.96,"1,524,916,112,079",11307,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2011,male,1485,2093449,70.94,"2,051,661,732,060",15226,Silent,75,120
,,,,,,,,,,
Russian Federation,2011,male,6011,11598196,51.83,"2,051,661,732,060",15226,Millenials,25,34
,,,,,,,,,,
Russian Federation,2011,male,9411,19684905,47.81,"2,051,661,732,060",15226,Generation X,35,54
,,,,,,,,,,
Russian Federation,2011,male,4892,11401026,42.91,"2,051,661,732,060",15226,Boomers,55,74
,,,,,,,,,,
Russian Federation,2011,male,3569,10070836,35.44,"2,051,661,732,060",15226,Millenials,15,24
,,,,,,,,,,
Russian Federation,2011,female,1103,5829088,18.92,"2,051,661,732,060",15226,Silent,75,120
,,,,,,,,,,
Russian Federation,2011,female,740,9723773,7.61,"2,051,661,732,060",15226,Millenials,15,24
,,,,,,,,,,
Russian Federation,2011,female,1300,17200185,7.56,"2,051,661,732,060",15226,Boomers,55,74
,,,,,,,,,,
Russian Federation,2011,female,843,11638171,7.24,"2,051,661,732,060",15226,Millenials,25,34
,,,,,,,,,,
Russian Federation,2011,female,1515,21733089,6.97,"2,051,661,732,060",15226,Generation X,35,54
,,,,,,,,,,
Russian Federation,2011,male,102,7052757,1.45,"2,051,661,732,060",15226,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2011,female,67,6720399,1,"2,051,661,732,060",15226,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2012,male,1486,2211989,67.18,"2,210,256,976,945",16413,Silent,75,120
,,,,,,,,,,
Russian Federation,2012,male,5762,11845892,48.64,"2,210,256,976,945",16413,Millenials,25,34
,,,,,,,,,,
Russian Federation,2012,male,8755,19588712,44.69,"2,210,256,976,945",16413,Generation X,35,54
,,,,,,,,,,
Russian Federation,2012,male,4804,11597408,41.42,"2,210,256,976,945",16413,Boomers,55,74
,,,,,,,,,,
Russian Federation,2012,male,3275,9484213,34.53,"2,210,256,976,945",16413,Millenials,15,24
,,,,,,,,,,
Russian Federation,2012,female,1095,6062562,18.06,"2,210,256,976,945",16413,Silent,75,120
,,,,,,,,,,
Russian Federation,2012,female,866,11827264,7.32,"2,210,256,976,945",16413,Millenials,25,34
,,,,,,,,,,
Russian Federation,2012,female,1572,21564691,7.29,"2,210,256,976,945",16413,Generation X,35,54
,,,,,,,,,,
Russian Federation,2012,female,1229,17375445,7.07,"2,210,256,976,945",16413,Boomers,55,74
,,,,,,,,,,
Russian Federation,2012,female,627,9131383,6.87,"2,210,256,976,945",16413,Millenials,15,24
,,,,,,,,,,
Russian Federation,2012,male,107,7159170,1.49,"2,210,256,976,945",16413,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2012,female,65,6819793,0.95,"2,210,256,976,945",16413,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2013,male,1549,2349484,65.93,"2,297,128,039,058",17052,Silent,75,120
,,,,,,,,,,
Russian Federation,2013,male,5825,12057910,48.31,"2,297,128,039,058",17052,Millenials,25,34
,,,,,,,,,,
Russian Federation,2013,male,8815,19484117,45.24,"2,297,128,039,058",17052,Generation X,35,54
,,,,,,,,,,
Russian Federation,2013,male,4644,11808589,39.33,"2,297,128,039,058",17052,Boomers,55,74
,,,,,,,,,,
Russian Federation,2013,male,2770,8908926,31.09,"2,297,128,039,058",17052,Millenials,15,24
,,,,,,,,,,
Russian Federation,2013,female,1000,6355318,15.73,"2,297,128,039,058",17052,Silent,75,120
,,,,,,,,,,
Russian Federation,2013,female,1454,21385188,6.8,"2,297,128,039,058",17052,Generation X,35,54
,,,,,,,,,,
Russian Federation,2013,female,803,11984461,6.7,"2,297,128,039,058",17052,Millenials,25,34
,,,,,,,,,,
Russian Federation,2013,female,1154,17517861,6.59,"2,297,128,039,058",17052,Boomers,55,74
,,,,,,,,,,
Russian Federation,2013,female,511,8554683,5.97,"2,297,128,039,058",17052,Millenials,15,24
,,,,,,,,,,
Russian Federation,2013,male,111,7327888,1.51,"2,297,128,039,058",17052,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2013,female,54,6979537,0.77,"2,297,128,039,058",17052,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2014,male,1597,2349484,67.97,"2,063,662,665,172",15319,Silent,75,120
,,,,,,,,,,
Russian Federation,2014,male,5276,12057910,43.76,"2,063,662,665,172",15319,Millenials,25,34
,,,,,,,,,,
Russian Federation,2014,male,8105,19484117,41.6,"2,063,662,665,172",15319,Generation X,35,54
,,,,,,,,,,
Russian Federation,2014,male,4501,11808589,38.12,"2,063,662,665,172",15319,Boomers,55,74
,,,,,,,,,,
Russian Federation,2014,male,2311,8908926,25.94,"2,063,662,665,172",15319,Millenials,15,24
,,,,,,,,,,
Russian Federation,2014,female,1019,6355318,16.03,"2,063,662,665,172",15319,Silent,75,120
,,,,,,,,,,
Russian Federation,2014,female,1105,17517861,6.31,"2,063,662,665,172",15319,Boomers,55,74
,,,,,,,,,,
Russian Federation,2014,female,1297,21385188,6.06,"2,063,662,665,172",15319,Generation X,35,54
,,,,,,,,,,
Russian Federation,2014,female,723,11984461,6.03,"2,063,662,665,172",15319,Millenials,25,34
,,,,,,,,,,
Russian Federation,2014,female,467,8554683,5.46,"2,063,662,665,172",15319,Millenials,15,24
,,,,,,,,,,
Russian Federation,2014,male,96,7327888,1.31,"2,063,662,665,172",15319,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2014,female,44,6979537,0.63,"2,063,662,665,172",15319,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2015,male,1519,2608590,58.23,"1,368,400,705,491",9987,Silent,75,120
,,,,,,,,,,
Russian Federation,2015,male,7898,19598084,40.3,"1,368,400,705,491",9987,Generation X,35,54
,,,,,,,,,,
Russian Federation,2015,male,4994,12407057,40.25,"1,368,400,705,491",9987,Millenials,25,34
,,,,,,,,,,
Russian Federation,2015,male,4443,12564884,35.36,"1,368,400,705,491",9987,Boomers,55,74
,,,,,,,,,,
Russian Federation,2015,male,1928,7995706,24.11,"1,368,400,705,491",9987,Millenials,15,24
,,,,,,,,,,
Russian Federation,2015,female,953,6957819,13.7,"1,368,400,705,491",9987,Silent,75,120
,,,,,,,,,,
Russian Federation,2015,female,1391,21387236,6.5,"1,368,400,705,491",9987,Generation X,35,54
,,,,,,,,,,
Russian Federation,2015,female,730,12264840,5.95,"1,368,400,705,491",9987,Millenials,25,34
,,,,,,,,,,
Russian Federation,2015,female,1062,18280577,5.81,"1,368,400,705,491",9987,Boomers,55,74
,,,,,,,,,,
Russian Federation,2015,female,378,7653174,4.94,"1,368,400,705,491",9987,Millenials,15,24
,,,,,,,,,,
Russian Federation,2015,male,79,7836667,1.01,"1,368,400,705,491",9987,Generation Z,5,14
,,,,,,,,,,
Russian Federation,2015,female,57,7464309,0.76,"1,368,400,705,491",9987,Generation Z,5,14
,,,,,,,,,,
Kazakhstan,1990,male,82,102200,80.23,"26,932,728,899",1823,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1990,male,925,1735100,53.31,"26,932,728,899",1823,Silent,35,54
,,,,,,,,,,
Kazakhstan,1990,male,356,706400,50.4,"26,932,728,899",1823,G.I. Generation,55,74
,,,,,,,,,,
Kazakhstan,1990,male,602,1455200,41.37,"26,932,728,899",1823,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1990,female,85,291100,29.2,"26,932,728,899",1823,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1990,male,375,1425100,26.31,"26,932,728,899",1823,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1990,female,188,1060900,17.72,"26,932,728,899",1823,G.I. Generation,55,74
,,,,,,,,,,
Kazakhstan,1990,female,170,1338900,12.7,"26,932,728,899",1823,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1990,female,225,1845400,12.19,"26,932,728,899",1823,Silent,35,54
,,,,,,,,,,
Kazakhstan,1990,female,104,1453700,7.15,"26,932,728,899",1823,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1990,male,53,1698000,3.12,"26,932,728,899",1823,Generation X,5,14
,,,,,,,,,,
Kazakhstan,1990,female,7,1661900,0.42,"26,932,728,899",1823,Generation X,5,14
,,,,,,,,,,
Kazakhstan,1991,male,74,101600,72.83,"24,881,135,586",1664,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1991,male,866,1769600,48.94,"24,881,135,586",1664,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1991,male,354,741600,47.73,"24,881,135,586",1664,Silent,55,74
,,,,,,,,,,
Kazakhstan,1991,male,621,1441200,43.09,"24,881,135,586",1664,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1991,female,91,294600,30.89,"24,881,135,586",1664,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1991,male,405,1438500,28.15,"24,881,135,586",1664,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1991,female,166,1093000,15.19,"24,881,135,586",1664,Silent,55,74
,,,,,,,,,,
Kazakhstan,1991,female,139,1351900,10.28,"24,881,135,586",1664,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1991,female,185,1877800,9.85,"24,881,135,586",1664,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1991,female,104,1438900,7.23,"24,881,135,586",1664,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1991,male,66,1721900,3.83,"24,881,135,586",1664,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1991,female,11,1682200,0.65,"24,881,135,586",1664,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1992,male,64,101800,62.87,"24,906,939,560",1644,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1992,male,925,1794700,51.54,"24,906,939,560",1644,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1992,male,390,785400,49.66,"24,906,939,560",1644,Silent,55,74
,,,,,,,,,,
Kazakhstan,1992,male,676,1421100,47.57,"24,906,939,560",1644,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1992,male,453,1459100,31.05,"24,906,939,560",1644,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1992,female,84,298600,28.13,"24,906,939,560",1644,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1992,female,194,1132100,17.14,"24,906,939,560",1644,Silent,55,74
,,,,,,,,,,
Kazakhstan,1992,female,217,1900200,11.42,"24,906,939,560",1644,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1992,female,144,1385000,10.4,"24,906,939,560",1644,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1992,female,132,1414300,9.33,"24,906,939,560",1644,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1992,male,63,1751600,3.6,"24,906,939,560",1644,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1992,female,14,1706200,0.82,"24,906,939,560",1644,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1993,male,77,103700,74.25,"23,409,027,476",1527,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1993,male,545,830100,65.65,"23,409,027,476",1527,Silent,55,74
,,,,,,,,,,
Kazakhstan,1993,male,1146,1825900,62.76,"23,409,027,476",1527,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1993,male,772,1395600,55.32,"23,409,027,476",1527,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1993,male,574,1474700,38.92,"23,409,027,476",1527,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1993,female,69,308200,22.39,"23,409,027,476",1527,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1993,female,229,1173100,19.52,"23,409,027,476",1527,Silent,55,74
,,,,,,,,,,
Kazakhstan,1993,female,173,1407100,12.29,"23,409,027,476",1527,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1993,female,219,1929300,11.35,"23,409,027,476",1527,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1993,female,119,1383000,8.6,"23,409,027,476",1527,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1993,male,76,1774700,4.28,"23,409,027,476",1527,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1993,female,20,1726000,1.16,"23,409,027,476",1527,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1994,male,94,90300,104.1,"21,250,839,258",1395,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1994,male,599,853800,70.16,"21,250,839,258",1395,Silent,55,74
,,,,,,,,,,
Kazakhstan,1994,male,1246,1861800,66.92,"21,250,839,258",1395,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1994,male,735,1342400,54.75,"21,250,839,258",1395,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1994,male,520,1442200,36.06,"21,250,839,258",1395,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1994,female,91,288000,31.6,"21,250,839,258",1395,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1994,female,198,1201100,16.48,"21,250,839,258",1395,Silent,55,74
,,,,,,,,,,
Kazakhstan,1994,female,149,1332400,11.18,"21,250,839,258",1395,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1994,female,198,1965300,10.07,"21,250,839,258",1395,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1994,female,128,1327200,9.64,"21,250,839,258",1395,Boomers,25,34
,,,,,,,,,,
Kazakhstan,1994,male,50,1784600,2.8,"21,250,839,258",1395,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1994,female,16,1740500,0.92,"21,250,839,258",1395,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1995,male,76,86400,87.96,"20,374,307,047",1359,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1995,male,737,859800,85.72,"20,374,307,047",1359,Silent,55,74
,,,,,,,,,,
Kazakhstan,1995,male,1523,1791600,85.01,"20,374,307,047",1359,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1995,male,887,1311800,67.62,"20,374,307,047",1359,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1995,male,622,1455600,42.73,"20,374,307,047",1359,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1995,female,86,267600,32.14,"20,374,307,047",1359,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1995,female,208,1205800,17.25,"20,374,307,047",1359,Silent,55,74
,,,,,,,,,,
Kazakhstan,1995,female,216,1901900,11.36,"20,374,307,047",1359,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1995,female,145,1412600,10.26,"20,374,307,047",1359,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1995,female,130,1271500,10.22,"20,374,307,047",1359,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1995,male,61,1736100,3.51,"20,374,307,047",1359,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1995,female,15,1688900,0.89,"20,374,307,047",1359,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1996,male,1630,1753600,92.95,"21,035,357,833",1452,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1996,male,731,836900,87.35,"21,035,357,833",1452,Silent,55,74
,,,,,,,,,,
Kazakhstan,1996,male,64,80400,79.6,"21,035,357,833",1452,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1996,male,879,1243300,70.7,"21,035,357,833",1452,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1996,male,635,1405800,45.17,"21,035,357,833",1452,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1996,female,54,251800,21.45,"21,035,357,833",1452,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1996,female,211,1173100,17.99,"21,035,357,833",1452,Silent,55,74
,,,,,,,,,,
Kazakhstan,1996,female,223,1858300,12,"21,035,357,833",1452,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1996,female,158,1381300,11.44,"21,035,357,833",1452,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1996,female,121,1187600,10.19,"21,035,357,833",1452,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1996,male,57,1682200,3.39,"21,035,357,833",1452,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1996,female,10,1633400,0.61,"21,035,357,833",1452,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1997,male,740,822400,89.98,"22,165,932,063",1540,Silent,55,74
,,,,,,,,,,
Kazakhstan,1997,male,1577,1766200,89.29,"22,165,932,063",1540,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1997,male,810,1217700,66.52,"22,165,932,063",1540,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1997,male,50,78400,63.78,"22,165,932,063",1540,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1997,male,651,1401300,46.46,"22,165,932,063",1540,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1997,female,59,247700,23.82,"22,165,932,063",1540,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1997,female,164,1153000,14.22,"22,165,932,063",1540,Silent,55,74
,,,,,,,,,,
Kazakhstan,1997,female,175,1388400,12.6,"22,165,932,063",1540,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1997,female,216,1871000,11.54,"22,165,932,063",1540,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1997,female,131,1152200,11.37,"22,165,932,063",1540,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1997,male,53,1673300,3.17,"22,165,932,063",1540,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1997,female,16,1623000,0.99,"22,165,932,063",1540,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1998,male,692,762500,90.75,"22,135,245,413",1599,Silent,55,74
,,,,,,,,,,
Kazakhstan,1998,male,1459,1724400,84.61,"22,135,245,413",1599,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1998,male,58,74500,77.85,"22,135,245,413",1599,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1998,male,727,1145900,63.44,"22,135,245,413",1599,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1998,male,594,1343300,44.22,"22,135,245,413",1599,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1998,female,63,241200,26.12,"22,135,245,413",1599,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1998,female,160,1090300,14.67,"22,135,245,413",1599,Silent,55,74
,,,,,,,,,,
Kazakhstan,1998,female,138,1103400,12.51,"22,135,245,413",1599,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1998,female,152,1353400,11.23,"22,135,245,413",1599,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1998,female,205,1863700,11,"22,135,245,413",1599,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1998,male,54,1585500,3.41,"22,135,245,413",1599,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1998,female,11,1556100,0.71,"22,135,245,413",1599,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1999,male,567,727800,77.91,"16,870,817,135",1225,Silent,55,74
,,,,,,,,,,
Kazakhstan,1999,male,1331,1761800,75.55,"16,870,817,135",1225,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1999,male,55,75400,72.94,"16,870,817,135",1225,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1999,male,717,1131600,63.36,"16,870,817,135",1225,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1999,male,609,1349400,45.13,"16,870,817,135",1225,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1999,female,59,246200,23.96,"16,870,817,135",1225,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,1999,female,152,1044200,14.56,"16,870,817,135",1225,Silent,55,74
,,,,,,,,,,
Kazakhstan,1999,female,120,1089900,11.01,"16,870,817,135",1225,Generation X,25,34
,,,,,,,,,,
Kazakhstan,1999,female,198,1909900,10.37,"16,870,817,135",1225,Boomers,35,54
,,,,,,,,,,
Kazakhstan,1999,female,124,1358700,9.13,"16,870,817,135",1225,Generation X,15,24
,,,,,,,,,,
Kazakhstan,1999,male,49,1555400,3.15,"16,870,817,135",1225,Millenials,5,14
,,,,,,,,,,
Kazakhstan,1999,female,10,1523100,0.66,"16,870,817,135",1225,Millenials,5,14
,,,,,,,,,,
Kazakhstan,2000,male,1527,1802430,84.72,"18,291,990,619",1328,Boomers,35,54
,,,,,,,,,,
Kazakhstan,2000,male,586,698665,83.87,"18,291,990,619",1328,Silent,55,74
,,,,,,,,,,
Kazakhstan,2000,male,852,1132418,75.24,"18,291,990,619",1328,Generation X,25,34
,,,,,,,,,,
Kazakhstan,2000,male,47,77972,60.28,"18,291,990,619",1328,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,2000,male,623,1366874,45.58,"18,291,990,619",1328,Generation X,15,24
,,,,,,,,,,
Kazakhstan,2000,female,56,254407,22.01,"18,291,990,619",1328,G.I. Generation,75,120
,,,,,,,,,,
Kazakhstan,2000,female,147,1005027,14.63,"18,291,990,619",1328,Silent,55,74
,,,,,,,,,,
Kazakhstan,2000,female,169,1375343,12.29,"18,291,990,619",1328,Generation X,15,24
,,,,,,,,,,
Kazakhstan,2000,female,234,1959602,11.94,"18,291,990,619",1328,Boomers,35,54
,,,,,,,,,,
Kazakhstan,2000,female,122,1089854,11.19,"18,291,990,619",1328,Generation X,25,34
,,,,,,,,,,
Kazakhstan,2000,male,47,1523202,3.09,"18,291,990,619",1328,Millenials,5,14
,,,,,,,,,,
Kazakhstan,2000,female,18,1486628,1.21,"18,291,990,619",1328,Millenials,5,14
,,,,,,,,,,
Kazakhstan,2001,male,1519,1807120,84.06,"22,152,694,162",1608,Boomers,35,54
,,,,,,,,,,
Kazakhstan,2001,male,582,718503,81,"22,152,694,162",1608,Silent,55,74
,,,,,,,,,,
Kazakhstan,2001,male,843,1117605,75.43,"22,152,694,162",1608,Generation X,25,34
,,,,,,,,,,
Kazakhstan,2001,male,51,82044,62.16,"22,152,694,162",1608,Silent,75,120
,,,,,,,,,,
Kazakhstan,2001,male,660,1365580,48.33,"22,152,694,162",1608,Millenials,15,24
,,,,,,,,,,
Kazakhstan,2001,female,53,233378,22.71,"22,152,694,162",1608,Silent,75,120
,,,,,,,,,,
Kazakhstan,2001,female,158,1336586,11.82,"22,152,694,162",1608,Millenials,15,24
